mmsi,turnrate,shipLength,heading,course,cargo_type,lon,shipWidth,ship_name,speed,lat,postime,ship_status,callsign,destination,imo
413864038,0.0,119.0,0.0,360.0,货轮,118.31327,21.0,YIN XIANG ZHI XING,0.0,31.304955,20241022102341,0.0,0000000,CHIZHOU,0.0
413849243,0.0,0.0,511.0,282.7,未知,118.30978166666668,0.0,SHUHANG666          ,3.6,31.304746666666663,20241022102428,,,,
413995882,0.0,80.0,0.0,325.8,货轮,118.313985,15.0,,0.0,31.298103333333334,20241022102436,,,,
413832051,0.0,59.0,0.0,226.9,货轮,118.31383666666666,11.0,,0.0,31.297988333333333,20241022102429,,02ISB,,
413778606,0.0,0.0,10.0,10.2,未知,118.31419,0.0,WANJIAOJI60,0.0,31.29827166666667,20241022102356,,,,
413834523,0.0,74.0,55.0,55.9,货轮,118.314145,13.0,HONGTU118,0.0,31.298268333333333,20241022102333,,0000000,SHANGHAI,0.0
413780526,0.0,94.0,0.0,0.0,货轮,118.31057666666666,15.0,YUANDONG556,0.0,31.29919333333333,20241022102323,0.0,000000,SHANGHAI,0.0
413869021,0.0,0.0,0.0,0.0,未知,118.31056666666667,0.0,ZHONGJIANGHUANJING6,0.0,31.29844333333333,20241022102424,,,,
413832334,0.0,0.0,511.0,284.1,未知,118.31058333333333,0.0,TENGFENGHUIHUANG,0.0,31.29871,20241022102327,1.0,,,
413768223,0.0,70.0,511.0,5.4,货轮,118.31065166666669,13.0,,0.0,31.29909,20241022102413,,0000000,,
413994549,0.0,0.0,511.0,275.7,未知,118.31974666666666,0.0,MINGDA6661,3.2,31.303643333333333,20241022102357,,,,
413834882,0.0,0.0,511.0,287.0,未知,118.31798,0.0,YING HANG 1366,0.0,31.29739333333333,20241022102334,0.0,,,
413772127,0.0,72.0,511.0,360.0,货轮,118.31676,13.0,,0.0,31.29771333333333,20241022102336,0.0,,,
413844745,0.0,0.0,511.0,106.0,未知,118.31688,0.0,TIAN SHENG 968,0.1,31.29819,20241022102321,,,,
413792458,0.0,49.0,278.0,278.3,货轮,118.31038833333334,9.0,JIANGHAITONG219,5.0,31.30599,20241022102359,5.0,TSTAISB,WUHU,0.0
413832902,0.0,0.0,278.0,278.5,未知,118.30774833333334,0.0,XIN FENG 168,4.5,31.30547,20241022102405,,,,
413855954,0.0,0.0,55.0,55.3,未知,118.319565,0.0,JU LONG 1666,0.0,31.29639333333333,20241022102326,,,,
413844089,0.0,0.0,0.0,349.1,未知,118.31947,0.0,WANXUANCHENGHUO9158,0.0,31.296305,20241022102334,,,,
413794758,0.0,109.0,308.0,308.3,货轮,118.30884,19.0,ZHUOMANYUANHANG,3.2,31.30068333333333,20241022102352,,,JIANGYIN,0.0
413812583,0.0,0.0,511.0,275.1,未知,118.31584,0.0,YUXINHUO11676,3.5,31.303766666666668,20241022102358,0.0,,,
413799355,0.0,67.0,357.0,357.6,货轮,118.34468833333334,14.0,XUHUO9298,3.8,31.37538333333333,20241022102348,0.0,B,8,0.0
413994368,0.0,0.0,511.0,221.8,未知,118.35093333333332,0.0,WANXUANCHENGHUO577,6.3,31.32180333333333,20241022102432,,,,
859666571,0.0,0.0,0.0,0.0,未知,118.35957833333332,0.0,SHUN FENG 6571      ,0.0,31.323775,20241022102346,,,,
413865202,0.0,0.0,511.0,9.8,未知,118.34897333333332,0.0,XINKETENGYUE,5.2,31.313893333333333,20241022102323,,,,
413785726,0.0,0.0,346.0,346.7,未知,118.34967666666668,0.0,WANSHUNHANG2898,5.6,31.32681333333333,20241022102329,,,,
413827468,0.0,44.0,511.0,253.8,货轮,118.35305666666666,8.0,HAIHONG698,8.1,31.32553833333333,20241022102409,15.0,,,0.0
413868587,0.0,130.0,511.0,350.0,货轮,118.34911833333334,16.0,,4.4,31.3241,20241022102437,,0,,
413797816,0.0,0.0,480.0,2.5,未知,118.34984,0.0,WUYUN2277,5.0,31.317073333333333,20241022102355,,,,
413788177,0.0,0.0,6.0,6.4,,118.350255,0.0,,6.1,31.313551666666665,20241022102414,,,,
413806898,0.0,48.0,92.0,92.7,货轮,118.35811,0.0,WANHONGSHUN0999,2.9,31.32644,20241022102324,0.0,0,8,0.0
413802269,0.0,0.0,511.0,304.9,未知,118.36718666666668,0.0,YUXINHUO10389       ,6.8,31.323745,20241022102403,,,,
413843054,0.0,68.0,511.0,357.4,货轮,118.34968,14.0,HANG LONG JI 888,4.5,31.32099,20241022102321,,,JINGZHOU,0.0
413828913,0.0,0.0,511.0,2.5,未知,118.34973833333332,0.0,WUHUTONGDA8899,4.2,31.318475,20241022102435,,,,
413850467,0.0,0.0,511.0,274.2,未知,118.35976,0.0,NING HAI GAO  398,6.7,31.32655833333333,20241022102346,,,,
413825576,0.0,0.0,275.0,275.3,,118.35985833333334,0.0,,6.6,31.326441666666668,20241022102410,,,,
413844091,0.0,49.0,0.0,92.8,货轮,118.35905833333334,9.0,,2.3,31.326501666666665,20241022102359,,01ISB,,
413857729,0.0,67.0,511.0,355.9,货轮,118.30725333333334,11.0,WANBANGBUHUO3366,5.3,31.45382333333333,20241022102327,,,WUHU,0.0
413817178,0.0,0.0,511.0,0.0,未知,118.31060166666668,0.0,WANFENGYANGHANG0669,0.0,31.45607833333333,20241022102425,,,,
413829426,0.0,79.0,0.0,0.0,货轮,118.31513,14.0,WANJIAOJI329,0.0,31.449275,20241022102331,0.0,6,3#V],0.0
413828783,0.0,0.0,511.0,258.1,未知,118.30668333333334,0.0,JINFAN699,0.0,31.4457,20241022102359,0.0,,,
413876671,0.0,0.0,511.0,182.0,未知,118.30817166666668,0.0,ZHONGHAIYONGSHUN,3.7,31.44395833333333,20241022102344,1.0,,,
413834426,0.0,0.0,511.0,193.6,未知,118.31192,0.0,JIANGFENG106,2.7,31.431036666666667,20241022102411,,,,
413760003,0.0,62.0,28.0,28.5,货轮,118.31227333333334,12.0,WANZHONGFA6620,6.0,31.430891666666668,20241022102403,0.0,0,8,0.0
413789153,0.0,69.0,0.0,171.5,货轮,118.31193166666668,12.0,WANHENGYUAN8199,2.5,31.432985,20241022102356,,8199SB,0,0.0
413970173,0.0,60.0,511.0,162.1,货轮,118.31353166666666,11.0,WANYINGHE2698,4.8,31.42981333333333,20241022102347,,,,0.0
413791276,0.0,0.0,511.0,360.0,未知,118.31149666666668,0.0,WANLIANSHUN1098,2.6,31.430441666666667,20241022102408,5.0,,,
413807143,0.0,0.0,48.0,48.1,,118.30676166666667,0.0,,6.7,31.425166666666662,20241022102428,,,,
413882011,0.0,65.0,511.0,342.8,货轮,118.3088,12.0,,4.8,31.4402,20241022102421,,,,
413833619,0.0,0.0,511.0,356.2,未知,118.30813333333332,0.0,DONGTANGTIANYI,4.8,31.442833333333333,20241022102320,,,,
413791775,0.0,0.0,511.0,161.2,未知,118.31175,0.0,,3.4,31.43455,20241022102420,,,,
413771164,0.0,98.0,511.0,291.6,货轮,118.3136,15.0,,0.1,31.49693333333333,20241022102435,,,,
413966052,0.0,0.0,174.0,174.6,未知,118.338075,0.0,SUFANGYUANHUO798,4.7,31.347861666666667,20241022102400,,,,
413818729,0.0,0.0,174.0,174.1,未知,118.338285,0.0,WANTONGYUAN8888,6.1,31.348078333333333,20241022102359,,,,
413776927,0.0,51.0,511.0,174.6,货轮,118.33810666666666,10.0,,5.9,31.347646666666662,20241022102328,,,,
413880502,0.0,18.0,511.0,168.3,装备排污设施的船舶,118.33744166666666,7.0,AN JIE HUAN BAO 09,6.1,31.348151666666663,20241022102329,0.0,,,0.0
413797733,0.0,0.0,511.0,0.0,未知,118.33728,0.0,WENLONG2,0.0,31.347393333333333,20241022102345,,,,
413995704,0.0,67.0,511.0,171.0,货轮,118.336275,13.0,ZHOU HANG 26,5.7,31.35962333333333,20241022102424,,336,13 B#,0.0
413804888,0.0,0.0,511.0,160.9,未知,118.33798666666668,0.0,ANRUNYONGJIN,4.9,31.36102,20241022102357,,,,
413840751,0.0,0.0,511.0,174.3,未知,118.33488666666666,0.0,HONG YUAN 66666,5.0,31.36662833333333,20241022102417,,,,
413991422,0.0,0.0,511.0,175.6,,118.33778333333332,0.0,,5.8,31.350183333333334,20241022102426,,,,
413776505,0.0,41.0,511.0,360.0,客轮,118.34973666666669,12.0,,0.0,31.344656666666666,20241022102423,15.0,8888888,,
413873397,0.0,61.0,511.0,153.6,游艇,118.34953833333331,15.0,,0.0,31.345156666666668,20241022102325,0.0,,,
413994419,0.0,0.0,511.0,345.3,,118.35015,0.0,,4.2,31.326466666666665,20241022102432,,,,
413830889,0.0,0.0,511.0,176.0,未知,118.336605,0.0,WAN HONG SHUN1699,5.1,31.35339833333333,20241022102421,,,,
413880846,0.0,0.0,511.0,175.3,未知,118.337095,0.0,SU SHUN FA 8888,4.0,31.355073333333333,20241022102420,,,,
413808672,0.0,0.0,170.0,170.3,未知,118.337045,0.0,WAN JIN YUAN 1186,5.4,31.352218333333333,20241022102336,,,,
413785198,0.0,0.0,174.0,174.9,未知,118.33750666666668,0.0,YU ZHOU KOU HUO 5550,4.2,31.35271833333333,20241022102339,,,,
413781861,0.0,49.0,170.0,170.4,货轮,118.33729666666666,10.0,,5.5,31.35228,20241022102427,,YYYY,,
413789438,0.0,74.0,171.0,171.0,货轮,118.33730833333334,13.0,,5.9,31.354441666666663,20241022102359,,00000,,
413827578,0.0,0.0,511.0,1.2,未知,118.34461666666668,0.0,WAN MA HUO 1111,4.3,31.37283333333333,20241022102320,,,,
413828414,0.0,109.0,173.0,173.9,货轮,118.33522166666668,19.0,,4.4,31.369675,20241022102429,,,,
413834953,0.0,0.0,511.0,360.0,未知,118.33206166666666,0.0,XIN YUAN 6999,0.1,31.374035,20241022102338,5.0,,,
413834447,0.0,93.0,168.0,168.5,货轮,118.33586,16.0,,5.6,31.362365,20241022102429,,YYYY,,
413830411,0.0,118.0,511.0,173.3,货轮,118.33805333333332,20.0,,4.3,31.36464,20241022102428,,0000000,,
413834606,0.0,109.0,170.0,170.1,货轮,118.33858666666669,19.0,,7.0,31.34416166666667,20241022102418,,       ,,
413772931,0.0,0.0,511.0,124.5,,118.35128,0.0,,0.0,31.48660333333333,20241022102413,,,,
413867921,0.0,120.0,511.0,173.0,货轮,118.35341333333334,21.0,,0.0,31.488166666666668,20241022102321,,,,
413827495,0.0,109.0,511.0,30.6,货轮,118.35125333333332,20.0,XIN SAN HE 938,5.0,31.49300333333333,20241022102349,,,SHANGHAI,0.0
413830322,0.0,82.0,511.0,172.7,货轮,118.35401333333331,15.0,,0.0,31.487956666666665,20241022102323,,0000000,,
413863625,0.0,90.0,511.0,1.7,油轮,118.3412,16.0,,4.2,31.374023333333334,20241022102428,,       ,,
413795308,0.0,0.0,511.0,358.3,未知,118.34410666666666,0.0,SU CAI RONG JI 908,4.7,31.37196,20241022102402,,,,
413828186,0.0,79.0,511.0,1.0,货轮,118.34408333333332,15.0,GUANGTONG660,3.8,31.372333333333334,20241022102409,,06,TIAN ZHENNG,0.0
413806027,0.0,0.0,511.0,359.8,未知,118.34176,0.0,CHANGHANGJINHE306,5.5,31.37218333333333,20241022102353,,,,
413837452,0.0,100.0,511.0,358.3,货轮,118.34338833333334,16.0,,4.5,31.383106666666663,20241022102422,0.0,0,,
413828228,0.0,45.0,358.0,358.5,货轮,118.343385,9.0,YOUCHUAN588,4.9,31.384488333333334,20241022102351,1.0,0000000,WUHU,0.0
413772826,0.0,103.0,511.0,358.7,货轮,118.34126666666668,17.0,,4.3,31.375153333333333,20241022102348,,,,
413827947,0.0,120.0,511.0,0.1,货轮,118.34183333333333,21.0,JIANGYU31508,4.4,31.37601666666667,20241022102402,,,WUHAN,0.0
413868058,0.0,0.0,511.0,356.0,未知,118.341915,0.0,HANGYUAN1001,4.5,31.380985,20241022102407,,,,
413778679,0.0,0.0,511.0,355.7,未知,118.34374666666666,0.0,WANBAOHAI5998,4.1,31.380413333333333,20241022102436,,,,
413790804,0.0,66.0,511.0,352.5,货轮,118.34417333333332,12.0,WANHONGSHUN1178,4.4,31.37954,20241022102432,,,,0.0
413819298,0.0,66.0,173.0,173.6,货轮,118.33431166666666,11.0,XINYI556,4.1,31.37276,20241022102327,1.0,0000,N$::,0.0
413814181,0.0,0.0,172.0,172.5,未知,118.33430666666666,0.0,HAOYANG166,5.4,31.373326666666667,20241022102431,,,,
413850393,0.0,0.0,511.0,89.7,未知,118.33333333333331,0.0,RONGHAI166,0.0,31.372,20241022102351,,,,
413996359,0.0,0.0,511.0,209.7,,118.33511666666666,0.0,,4.6,31.383,20241022102335,,,,
413786515,0.0,109.0,511.0,203.9,货轮,118.33626666666666,19.0,,4.3,31.383016666666663,20241022102436,,0,,
413824999,0.0,0.0,358.0,358.0,,118.344105,0.0,,3.9,31.378063333333333,20241022102413,,,,
