mmsi,turnrate,shipLength,heading,course,lon,shipWidth,speed,lat,postime,callsign,cargo_type,destination,imo,ship_status,ship_name
413223280,0.0,134.0,178.0,177.1,118.39507166666668,21.0,8.5,31.590443333333333,20241022151509,BODK4,货轮,YUE QING,0.0,0.0,XINHAICHUN
413818544,0.0,49.0,511.0,166.4,118.34410666666666,9.0,4.8,31.322153333333333,20241022151436,,货轮,,,,
413762573,0.0,0.0,511.0,182.4,118.34768,0.0,4.2,31.314153333333334,20241022151505,,未知,,,,CHANGJIANG62033
413848063,0.0,62.0,0.0,360.0,118.34686,12.0,4.2,31.31438,20241022151507,,货轮,GAOYOU,0.0,0.0,LUZAOZHUANGHUO3578
413828782,0.0,106.0,0.0,0.0,118.34887833333332,18.0,4.0,31.31276833333333,20241022151509,06,货轮,MAANSHAN,46.0,,HUAXIANG66
413827918,0.0,0.0,511.0,0.0,118.34626666666666,0.0,3.8,31.31675,20241022151405,,未知,,,,ZHONGHAISHENG
413826789,0.0,83.0,511.0,197.1,118.34508,14.0,3.8,31.31146333333333,20241022151512,,货轮,RUGAO,0.0,,JUNFAYIHANG
413780509,0.0,54.0,511.0,217.1,118.34138666666666,10.0,4.3,31.30823,20241022151506,,货轮,,,,
413821908,0.0,77.0,213.0,213.5,118.34256833333332,15.0,5.0,31.30723,20241022151513,0000,货轮,,,,
413762223,0.0,0.0,164.0,164.9,118.34496166666666,0.0,4.8,31.320825,20241022151438,,,,,,
413984863,0.0,57.0,511.0,177.6,118.34506666666668,10.0,4.8,31.3205,20241022151456,,货轮,WUXI,0.0,,XINYU11569
413841433,0.0,66.0,185.0,185.1,118.34521666666669,11.0,4.7,31.31535,20241022151457,3008,货轮,NEW YORK,0.0,,ZHEN YU 89
413792121,0.0,72.0,511.0,17.8,118.34869333333332,14.0,4.2,31.308486666666667,20241022151435,6968,货轮,,,,
413826145,0.0,0.0,511.0,25.6,118.36812,0.0,4.1,31.513666666666666,20241022151420,,未知,,,,YUHUAN11
413798693,0.0,0.0,511.0,28.8,118.351145,0.0,5.0,31.49065833333333,20241022151516,,未知,,,,DIYUAN609
413819178,0.0,116.0,511.0,30.2,118.35101666666668,20.0,4.8,31.49050666666667,20241022151420,,货轮,WUHAN,0.0,0.0,CHANGSHENG979
413958371,0.0,0.0,511.0,222.1,118.34578166666668,0.0,3.4,31.491376666666667,20241022151512,,,,,,
413774245,0.0,102.0,511.0,32.7,118.35105333333334,17.0,4.4,31.49288333333333,20241022151459,,货轮,WUXUE,0.0,,HUATAI5876
413801611,0.0,58.0,19.0,19.7,118.34954666666668,9.0,8.2,31.490158333333333,20241022151432,85,货轮（载有D类危险、有害或污染货物),:O7J,39.0,,WANWOYANGYE123
413833939,0.0,0.0,511.0,29.0,118.35111166666668,0.0,5.6,31.488775,20241022151420,,未知,,,0.0,HUAYANGHONGYUN
413779672,0.0,39.0,511.0,246.3,118.33779333333334,8.0,5.2,31.30403,20241022151503,,货轮,RUDONG,0.0,0.0,XINGHANGHUA968
0,0.0,0.0,511.0,0.0,118.35230833333334,0.0,0.0,31.302513333333334,20241022151516,,未知,,,,
413832105,0.0,0.0,511.0,76.5,118.33593333333332,0.0,5.5,31.29808333333333,20241022151517,,未知,,,,YUAN DONG 6998
413834826,0.0,66.0,511.0,232.6,118.33832,11.0,5.1,31.304596666666665,20241022151516,,货轮,,,,
413990967,0.0,0.0,511.0,65.7,118.33941333333334,0.0,3.8,31.299856666666667,20241022151448,,未知,,,,HUAYUN6666
413824341,0.0,0.0,511.0,70.2,118.33813666666668,0.0,6.9,31.29844,20241022151455,,未知,,,,
413775846,0.0,50.0,39.0,39.9,118.34664166666668,7.0,6.8,31.304316666666665,20241022151418,TSTAISB,货轮,,,,
413826314,0.0,0.0,511.0,45.7,118.34256,0.0,4.8,31.303076666666666,20241022151421,,未知,,,,XINCHANGJIANG6502
413786703,0.0,60.0,176.0,176.0,118.3231,12.0,0.0,31.411815,20241022151428,0,货轮,21,0.0,0.0,WANSHUNXIN988
413970173,0.0,60.0,511.0,171.6,118.32274,11.0,0.0,31.41210833333333,20241022151448,,货轮,,0.0,15.0,WANYINGHE2698
413833662,0.0,0.0,353.0,353.0,118.32254666666668,0.0,0.1,31.412121666666668,20241022151412,,未知,,,,WANJIANHAI567
413789989,0.0,57.0,511.0,130.3,118.32284,10.0,0.0,31.412123333333334,20241022151427,0000000,货轮,MAANSHAN,0.0,1.0,WANSHOUXIAN9696
413785805,0.0,0.0,20.0,20.8,118.321415,0.0,0.0,31.41526333333333,20241022151458,,未知,,,0.0,WANHENGYUAN6918
413819721,0.0,0.0,0.0,272.9,118.319905,0.0,0.0,31.41737,20241022151411,,未知,,,,WANJIANHAI695  
413786372,0.0,0.0,0.0,0.0,118.3197,0.0,0.0,31.41736833333333,20241022151512,,,,,,
413826195,0.0,66.0,511.0,284.6,118.320255,11.0,0.0,31.417081666666668,20241022151431,0000000,货轮,47,0.0,0.0,WANZHONGFA378
413850555,0.0,67.0,511.0,163.2,118.31816,11.0,0.0,31.4178,20241022151446,,货轮,CHAOHU,0.0,,WAN ZHONG 7777
413792357,0.0,0.0,0.0,0.0,118.32013166666668,0.0,0.0,31.417441666666665,20241022151446,,,,,,
413813769,0.0,0.0,511.0,175.5,118.32045333333332,0.0,0.2,31.41752,20241022151420,,未知,,,,WANZHONGFA3333
413832688,0.0,0.0,0.0,0.0,118.32088333333331,0.0,0.0,31.41744,20241022151513,,,,,,
413813091,0.0,65.0,190.0,190.8,118.321075,11.0,0.1,31.41563,20241022151504,YYYY,货轮,,,,
413828754,0.0,0.0,511.0,329.4,118.32196833333332,0.0,0.0,31.41569833333333,20241022151438,,未知,,,,WANCHAOHUHUO6899
413784368,0.0,0.0,0.0,0.0,118.32143333333332,0.0,0.0,31.41759,20241022151509,,,,,,
413769592,0.0,68.0,0.0,43.2,118.321945,12.0,0.1,31.41571666666667,20241022151437,3288,货轮,36,0.0,0.0,WANSHUNXIN3288
413922851,0.0,0.0,307.0,307.5,118.31838,0.0,0.2,31.41572,20241022151503,,未知,,,0.0,SUZHONGCHUAN8858
413834649,0.0,60.0,0.0,0.0,118.3187,11.0,0.0,31.41663,20241022151506,0,货轮,EM,0.0,0.0,WANZHONGFA678
413997618,0.0,58.0,0.0,0.0,118.3188,9.0,0.0,31.41668,20241022151500,11,货轮,11,0.0,0.0,WANZHONGFA 9068
413823317,0.0,59.0,511.0,150.0,118.32050166666669,9.0,0.1,31.419005,20241022151437,,货轮,,0.0,15.0,WAN ZHONG 6699
413771758,0.0,78.0,511.0,31.1,118.35728166666668,14.0,4.1,31.49755833333333,20241022151455,,货轮,,0.0,1.0,LONGXIN666
413827549,0.0,0.0,511.0,51.0,118.35604166666668,0.0,5.1,31.499425,20241022151511,,,,,,
413831404,0.0,0.0,511.0,218.5,118.34786666666666,0.0,3.8,31.494206666666667,20241022151503,,未知,,,,HUA LUN 5789
413869759,0.0,110.0,511.0,216.7,118.34937833333332,19.0,9.2,31.49564833333333,20241022151511,0,货轮,,,,
413991421,0.0,0.0,511.0,210.5,118.35105,0.0,5.1,31.49955,20241022151506,,,,,,
413872543,0.0,65.0,511.0,228.5,118.34938666666666,12.0,5.1,31.497976666666663,20241022151513,,货轮,,,,
413880591,0.0,0.0,511.0,210.8,118.35121333333332,0.0,4.1,31.497906666666665,20241022151515,,,,,,
413974142,0.0,0.0,511.0,61.5,118.35109,0.0,6.3,31.496435,20241022151509,,,,,,
413973366,0.0,48.0,0.0,70.1,118.35117333333334,9.0,6.2,31.49688,20241022151407,,货轮,,0.0,,LEIDA015
413869743,0.0,0.0,511.0,290.4,118.359085,0.0,0.0,31.49428,20241022151512,,未知,,,,SHENRAN30
413841135,0.0,0.0,511.0,35.1,118.35330333333332,0.0,5.6,31.493691666666667,20241022151444,,未知,,,,HENGSHUN 99
413830273,0.0,0.0,511.0,30.6,118.35828,0.0,5.4,31.49854333333333,20241022151510,,未知,,,,WAN HAI SHUN 9998
413993207,0.0,0.0,511.0,184.7,118.3178,0.0,0.0,31.418116666666663,20241022151503,,未知,,,,WANJIANHAI6788
413970378,0.0,60.0,119.0,119.1,118.31736166666668,12.0,0.0,31.417911666666665,20241022151506,YYYY,货轮,NAN TONG SAI YANG,0.0,,WANSHUNXIN8866
413829999,0.0,0.0,0.0,0.0,118.35015833333334,0.0,0.0,31.41995333333333,20241022151514,,未知,,,,WAN SHENG_YUAN_9157
413881017,0.0,0.0,511.0,8.1,118.35018666666669,0.0,0.0,31.420936666666663,20241022151510,,未知,,,0.0,YU HONG YANG 16085
413845569,0.0,92.0,511.0,56.7,118.35015,16.0,0.0,31.4209,20241022151416,,货轮,,,,
413833721,0.0,0.0,100.0,100.4,118.32398166666668,0.0,4.2,31.29969333333333,20241022151422,,未知,,,,SHUNLIAN16988
413772471,0.0,85.0,511.0,269.0,118.32551,14.0,5.7,31.302043333333334,20241022151511,456789,油轮,NANJING,0.0,,JINGCHU878
413832069,0.0,131.0,511.0,94.5,118.32706,23.0,4.8,31.298951666666667,20241022151415,,货轮,JIANGYIN,0.0,0.0,XINDALIANSHENG
413869021,0.0,0.0,0.0,0.0,118.32020666666666,0.0,0.0,31.295375,20241022151459,,未知,,,,ZHONGJIANGHUANJING6
413962091,0.0,0.0,511.0,280.6,118.32649333333332,0.0,4.3,31.302936666666668,20241022151406,,未知,,,,WANSHOUXIAN339
413819312,0.0,99.0,511.0,278.2,118.32070666666668,17.0,5.0,31.3025,20241022151427,,油轮,LINXIAN,0.0,,XINPINGJIANG5004
413860485,0.0,68.0,511.0,272.2,118.32242666666669,14.0,3.5,31.302546666666668,20241022151516,6666,货轮,,,,
413827609,0.0,0.0,175.0,175.4,118.32920666666666,0.0,0.1,31.296015,20241022151511,,未知,,,,YUANYANG6799
413792144,0.0,0.0,511.0,274.1,118.32922833333332,0.0,3.8,31.30264333333333,20241022151508,,未知,,,,YOUCHENG966
413800314,0.0,119.0,511.0,85.3,118.33276,19.0,4.5,31.299323333333334,20241022151503,0000,货轮,FUCHI,0.0,,HUAYUAN3033
413832286,0.0,99.0,511.0,279.2,118.32054666666669,17.0,3.6,31.303446666666662,20241022151506,,货轮,JIU  JIANG,0.0,,WANJINDUO6666
413426260,0.0,0.0,511.0,270.0,118.3289,0.0,6.8,31.3022,20241022151434,,未知,,,,ZHE JIAO JI 1103  
413794204,0.0,140.0,269.0,269.8,118.32973833333334,24.0,4.8,31.301705,20241022151435,0,货轮,,,,
413796724,0.0,0.0,511.0,102.9,118.35088,0.0,0.0,31.484366666666663,20241022151510,,未知,,,,YUAN YANG JI XIANG 2
413830395,0.0,0.0,0.0,0.0,118.350565,0.0,0.0,31.48428,20241022151516,,未知,,,,YUHONGYANG17001
413992346,0.0,0.0,511.0,165.0,118.30767333333333,0.0,0.0,31.47188833333333,20241022151407,,未知,,,1.0,WAN XIANG YUN 1
413826339,0.0,75.0,349.0,349.6,118.308985,13.0,0.1,31.456635,20241022151501,0000000,货轮,,,,
413997247,0.0,56.0,511.0,185.0,118.33153333333334,10.0,5.9,31.451875,20241022151504,,货轮,MAANSHAN,0.0,0.0,TIANSHENG10888
413797751,0.0,130.0,511.0,318.1,118.30819,16.0,0.0,31.461945,20241022151449,456789,货轮,YICHANG,0.0,,HAINIU37
413839203,0.0,0.0,511.0,176.0,118.34575,0.0,0.0,31.47365,20241022151509,,未知,,,,YIHANG3
413800556,0.0,0.0,511.0,89.1,118.34668,0.0,0.0,31.47450333333333,20241022151515,,未知,,,,NIN GAO FENG 1658   
413789497,0.0,0.0,159.0,159.0,118.35190166666666,0.0,0.0,31.477571666666663,20241022151506,,未知,,,,WANQIANGSHENG0567
413836025,0.0,0.0,511.0,314.4,118.3479,0.0,0.0,31.47758,20241022151425,,未知,,,,SHENGTONG62
413766177,0.0,88.0,511.0,182.5,118.35061833333332,14.0,0.0,31.47572333333333,20241022151439,,货轮,,0.0,15.0,TAICHANGXIN1898
413792635,0.0,119.0,511.0,360.0,118.35046833333334,19.0,0.0,31.47864,20241022151411,,货轮,,,0.0,
413828248,0.0,0.0,511.0,181.6,118.348165,0.0,0.0,31.478481666666667,20241022151452,,未知,,,0.0,WUHUSHUNFENG1282
413801761,0.0,98.0,321.0,321.1,118.34745666666667,16.0,0.0,31.478791666666663,20241022151433,0000000,货轮,WUXUE,0.0,1.0,YUANYANG9866
413815315,0.0,0.0,511.0,193.9,118.33376333333334,0.0,4.5,31.462721666666667,20241022151503,,,,,,
413996481,0.0,0.0,511.0,196.1,118.33402666666667,0.0,5.4,31.465446666666665,20241022151423,,未知,,,,HUA TAI 0186
413584440,0.0,113.0,511.0,138.8,118.34149333333332,19.0,0.0,31.46514,20241022151507,,货轮,WUHU,0.0,1.0,HAILONGYONGSHUN
413841308,0.0,0.0,125.0,125.2,118.35465333333332,0.0,0.0,31.48211333333333,20241022151423,,未知,,,,LUJININGHUO7266
413830065,0.0,129.0,511.0,0.0,118.34588,23.0,0.0,31.476426666666665,20241022151513,,货轮,JIANGYIN,0.0,,BAOHANGZHIXING1
413773317,0.0,116.0,511.0,199.7,118.34991333333332,18.0,0.0,31.481245,20241022151508,,货轮,,,0.0,
413971689,0.0,118.0,322.0,322.7,118.34877333333333,20.0,0.0,31.48165333333333,20241022151429,,货轮,TAICHANG,500000000.0,,HAI QIAN HAO
413876373,0.0,0.0,511.0,218.9,118.348165,0.0,5.2,31.481455,20241022151403,,未知,,,,WANCHANGJIE77
413827774,0.0,0.0,166.0,166.4,118.34897,0.0,0.0,31.48157,20241022151502,,未知,,,,HUIFENG178
413804367,0.0,0.0,511.0,354.4,118.34962833333331,0.0,0.0,31.481365,20241022151434,,未知,,,1.0,WAN JIN JIANG 528
413995502,0.0,63.0,2.0,2.9,118.34346,12.0,5.1,31.391006666666662,20241022151502,6008,货轮,E&OX,0.0,0.0,LUJININGHUO6008
413838304,0.0,0.0,511.0,359.0,118.34071333333333,0.0,5.6,31.387506666666667,20241022151517,,未知,,,,JIANG YI YONG SHUN
413846264,0.0,0.0,511.0,358.7,118.34329333333334,0.0,4.7,31.38693,20241022151504,,未知,,,,ZHENHANGHONGTAI
413791848,0.0,0.0,511.0,353.5,118.34290666666666,0.0,5.1,31.35308,20241022151457,,未知,,,,TONGDA19
413788455,0.0,44.0,511.0,2.5,118.34336,9.0,5.4,31.362886666666668,20241022151507,0      ,货轮,,,,
413861495,0.0,93.0,511.0,356.9,118.34189333333332,16.0,4.7,31.368536666666667,20241022151508,,货轮,,,,
413841441,0.0,0.0,511.0,356.9,118.34158666666669,0.0,6.0,31.367306666666668,20241022151422,,未知,,,,WAN QUAN JIAOHUO5888
413970959,0.0,0.0,511.0,176.8,118.34016166666666,0.0,4.2,31.349643333333333,20241022151508,,未知,,,,GUOFA1618
413779208,0.0,0.0,511.0,359.1,118.34326666666666,0.0,6.1,31.356766666666665,20241022151515,,未知,,,,SHENGLONG28
413829398,0.0,109.0,511.0,356.3,118.34265,19.0,4.7,31.357966666666663,20241022151419,YYYY,货轮,JIUJIANG,0.0,,XINLONGCHANGSHENG
413787913,0.0,53.0,349.0,349.9,118.34535166666667,9.0,4.8,31.342245,20241022151505,00000,货轮,8,0.0,,WAN HONG SHUN 378
413996022,0.0,0.0,511.0,348.8,118.34386666666668,0.0,4.9,31.34893333333333,20241022151408,,未知,,,,WANSHOUCHUN536
413819446,0.0,0.0,355.0,355.3,118.34290333333334,0.0,4.7,31.354803333333333,20241022151446,,未知,,,,YUANZHOUSHUNHANG    
413800231,0.0,0.0,356.0,356.7,118.34245,0.0,4.5,31.36594333333333,20241022151451,,未知,,,,NINGSHUANGSHUN508
413996228,0.0,0.0,511.0,348.2,118.34506666666668,0.0,4.8,31.34565,20241022151505,,未知,,,,WAN SHOU CHUN 538
413797733,0.0,0.0,511.0,317.1,118.34402666666666,0.0,9.4,31.34454,20241022151500,,未知,,,,WENLONG2
413859469,0.0,0.0,511.0,351.0,118.34510666666668,0.0,4.8,31.345676666666662,20241022151507,,未知,,,,WAN ZHONG 157
413862702,0.0,73.0,511.0,17.7,118.34333333333332,13.0,9.3,31.398286666666667,20241022151449,,油轮,CHANGDE,0.0,0.0,HUATONG998
413813192,0.0,92.0,511.0,189.3,118.33837833333334,14.0,3.9,31.394171666666665,20241022151503,SPACEON,货轮,,,,
413802807,0.0,109.0,12.0,12.5,118.34381833333332,18.0,4.9,31.39878333333333,20241022151447,0000,货轮,IO:#,0.0,,XIANFENG5188
413798949,0.0,75.0,511.0,15.0,118.34333333333332,13.0,2.9,31.39662333333333,20241022151508,,货轮,TONGLING,0.0,,AN YUN DA 88
413840033,0.0,0.0,511.0,7.4,118.34393333333334,0.0,4.5,31.39473,20241022151447,,未知,,,,JING HANG ZHI XING
413844087,0.0,0.0,511.0,31.1,118.34625333333334,0.0,0.0,31.398623333333333,20241022151500,,未知,,,,JIANGYU958 
413839317,0.0,73.0,511.0,89.3,118.3465,13.0,0.0,31.399616666666667,20241022151512,       ,货轮,,,,
413791809,0.0,77.0,0.0,198.0,118.33851166666666,13.0,4.2,31.398471666666666,20241022151505,0000000,货轮,HUANG  SHI,0.0,0.0,HONGMAO09
413766917,0.0,89.0,511.0,191.9,118.33898666666668,14.0,3.4,31.39733,20241022151456,0000000,货轮,,,,
413771362,0.0,82.0,511.0,192.2,118.34122666666669,15.0,5.7,31.401836666666668,20241022151504,YYYY,油轮,,,,
413594060,0.0,113.0,511.0,189.0,118.34157333333332,19.0,4.1,31.400583333333334,20241022151434,,货轮,SHANG HAI,0.0,0.0,LONG XUAN QI HANG
413800544,0.0,103.0,14.0,14.0,118.34403,17.0,4.2,31.397735,20241022151501,0,货轮,WUHAN,0.0,0.0,DONGLIN8218
413810919,0.0,0.0,511.0,347.8,118.34676,0.0,0.0,31.401301666666665,20241022151504,,未知,,,0.0,ZHONGHAI588
413970347,0.0,0.0,12.0,12.9,118.34290666666666,0.0,5.2,31.39495833333333,20241022151429,,未知,,,,XING HANG HUA 558
413800109,0.0,0.0,329.0,329.9,118.34027833333332,0.0,4.5,31.43528166666667,20241022151453,,未知,,,0.0,HUATAI0898
413983615,0.0,0.0,511.0,158.6,118.33533333333334,0.0,5.0,31.437576666666665,20241022151407,,未知,,,,WAN JIN FAN 86
413994341,0.0,0.0,511.0,322.6,118.343575,0.0,8.4,31.4317,20241022151445,,未知,,,,JIANGHUAI006        
413815321,0.0,83.0,511.0,324.8,118.34370333333334,15.0,9.0,31.432348333333334,20241022151403,,油轮,CHANGSHU,0.0,,JUFENG1
413874257,0.0,0.0,511.0,316.9,118.34340166666668,0.0,5.0,31.431961666666663,20241022151445,,未知,,,0.0,ZHONG HAI 939
413994888,0.0,0.0,511.0,350.7,118.34826666666666,0.0,6.0,31.42268333333333,20241022151501,,,,,,
413768223,0.0,70.0,511.0,268.0,118.34678333333332,13.0,0.0,31.431071666666668,20241022151413,0000000,货轮,,,,
413802675,0.0,70.0,511.0,326.8,118.34578333333332,12.0,4.0,31.42937333333333,20241022151515,13336,货轮,,,,
413828027,0.0,63.0,511.0,360.0,118.34828,13.0,0.0,31.430186666666668,20241022151457,,货轮,,,0.0,
413857474,0.0,73.0,511.0,95.0,118.34889,14.0,0.0,31.426491666666667,20241022151500,BDS,货轮,WUHU,0.0,,XINXU117
413997309,0.0,0.0,511.0,124.8,118.34901666666669,0.0,0.0,31.42643333333333,20241022151501,,,,,,
413780932,0.0,0.0,511.0,116.3,118.34956,0.0,0.0,31.42482833333333,20241022151514,,未知,,,5.0,GANHUAQIANGHUA001
413780398,0.0,90.0,331.0,331.7,118.34544833333334,16.0,5.6,31.429071666666665,20241022151510,YYYY,货轮,,,,
413862059,0.0,0.0,511.0,332.9,118.34544,0.0,4.8,31.42886,20241022151449,,未知,,,,YUNDASHUN
413971925,0.0,0.0,511.0,137.5,118.34105,0.0,5.0,31.42998333333333,20241022151418,,未知,,,,YOUCHUANJI1898
413991057,0.0,67.0,172.0,172.3,118.34282166666668,14.0,4.6,31.424883333333334,20241022151412,0,货轮,,,,
413800009,0.0,0.0,167.0,167.4,118.34195,0.0,4.6,31.426451666666665,20241022151428,,,,,,
413828035,0.0,117.0,511.0,360.0,118.34346,20.0,4.1,31.426088333333333,20241022151421,,货轮,SHANGHAI,0.0,0.0,HAI YU 962
413857056,0.0,0.0,511.0,360.0,118.33871,0.0,5.7,31.432033333333333,20241022151435,,未知,,,5.0,YUAN YANG 0999
413871506,0.0,130.0,511.0,334.2,118.34581,16.0,5.9,31.428041666666665,20241022151507,0,货轮,,,,
413798692,0.0,0.0,511.0,4.9,118.33628833333331,0.0,4.6,31.452818333333333,20241022151514,,未知,,,,DIYUAN608
413800525,0.0,0.0,511.0,3.6,118.33616,0.0,5.3,31.45269,20241022151508,,未知,,,,NING GAO XIANG 198
413772159,0.0,0.0,511.0,0.1,118.33575,0.0,4.8,31.45285,20241022151402,,未知,,,,HUIFENG856
413870584,0.0,68.0,511.0,161.8,118.33286666666666,11.0,5.4,31.444866666666663,20241022151424,,货轮,YUEYANG,0.0,,YUCHANG TAI JIA HENG
413870621,0.0,99.0,511.0,4.5,118.33529333333334,17.0,9.4,31.450713333333333,20241022151502,,油轮,NANJING,0.0,,XIANGJINHE308
413820175,0.0,0.0,511.0,187.1,118.33175166666666,0.0,5.2,31.452895,20241022151426,,未知,,,,ZHENRONG9
413832659,0.0,0.0,511.0,192.8,118.33285333333332,0.0,4.2,31.45642,20241022151514,,未知,,,,TAI SHENG
413838324,0.0,0.0,511.0,162.7,118.33434666666666,0.0,6.3,31.44045333333333,20241022151502,,未知,,,,XING ZHONG YOU 686
413805531,0.0,0.0,511.0,161.1,118.33344,0.0,5.1,31.44156,20241022151454,,未知,,,,ZHENXINGJI1108
413774671,0.0,0.0,511.0,12.6,118.34566666666667,0.0,4.9,31.405363333333334,20241022151415,,未知,,,,YUXINHUO15986
413876818,0.0,58.0,511.0,14.0,118.34657833333333,10.0,4.8,31.40556833333333,20241022151418,0000000,货轮,HUKOU,0.0,0.0,HUAI HANG 863
413833705,0.0,67.0,192.0,192.2,118.33991833333332,12.0,5.1,31.404091666666663,20241022151436,0,货轮,,,,
413547280,0.0,112.0,173.0,360.0,118.34712,19.0,0.0,31.40237,20241022151514,BPKW9,货轮,WU HU,0.0,5.0,HONG ZHOU YANG SHAN
413789054,0.0,0.0,12.0,12.7,118.34582666666668,0.0,3.9,31.403311666666667,20241022151500,,未知,,,,HUA YUAN 2006
413794669,0.0,96.0,511.0,4.9,118.34820666666668,15.0,5.4,31.417156666666667,20241022151428,,货轮,,,,
413879675,0.0,109.0,511.0,4.0,118.34758833333332,18.0,5.8,31.41680833333333,20241022151428,,货轮,WU HAN,0.0,0.0,YUJIANGJINSHUN
413845677,0.0,0.0,511.0,8.9,118.34808,0.0,5.6,31.415233333333333,20241022151513,,未知,,,,SANLIAN366
413770594,0.0,88.0,511.0,11.6,118.34686333333332,14.0,4.2,31.408061666666665,20241022151503,,货轮,,,,
413793669,0.0,61.0,183.0,183.7,118.34155833333334,12.0,4.8,31.414931666666668,20241022151502,TSTAISB,货轮,,,,
413398960,0.0,116.0,511.0,162.7,118.34736,22.0,0.4,31.403683333333333,20241022151513,TEST,货轮,WU HU,0.0,5.0,JIANG HAI TONG 189
413801961,0.0,0.0,174.0,174.4,118.34546666666668,0.0,3.7,31.419356666666665,20241022151516,,未知,,,0.0,JIANG YUN WANG ZI
413554810,0.0,108.0,171.0,76.2,118.347865,17.0,0.0,31.40544833333333,20241022151513,BSRM,货轮,WU HU,0.0,5.0,JIA XING 68
413585630,0.0,109.0,511.0,60.3,118.34828,19.0,0.0,31.40735,20241022151424,000000,货轮,WU HU,0.0,5.0,SHUN FA HONG YUN 2
413838621,0.0,0.0,511.0,212.4,118.34842833333332,0.0,0.0,31.408495,20241022151513,,未知,,,8.0,QIAN KUN 9999
413835322,0.0,90.0,511.0,140.0,118.3483,16.0,0.0,31.4087,20241022151443,,货轮,,,0.0,
413827703,0.0,0.0,511.0,360.0,118.34853833333334,0.0,0.0,31.408471666666667,20241022151429,,未知,,,5.0,CHANGHANGJIYUN
413795241,0.0,0.0,511.0,167.5,118.34011666666666,0.0,6.0,31.3387,20241022151506,,未知,,,,XINYAOKANGSHENG
413971918,0.0,47.0,166.0,166.2,118.34256666666668,9.0,5.5,31.331341666666667,20241022151410,0,货轮,,,,
413833094,0.0,0.0,163.0,163.6,118.34235,0.0,4.5,31.338661666666667,20241022151514,,未知,,,,GAN SHUI YUN 98
413864649,0.0,67.0,511.0,156.5,118.34402666666666,11.0,5.4,31.32484333333333,20241022151505,,货轮,,,,
413847672,0.0,62.0,511.0,170.1,118.34328,12.0,4.3,31.326823333333333,20241022151503,0000000,货轮,,,,
413773774,0.0,124.0,511.0,349.6,118.34838166666668,21.0,5.0,31.330586666666665,20241022151508,,货轮,,,,
413821777,0.0,0.0,511.0,168.7,118.34486166666667,0.0,3.6,31.332276666666665,20241022151513,,未知,,,,HONGFAN055
413768813,0.0,110.0,511.0,167.8,118.34402666666666,19.0,3.9,31.334315,20241022151436,,货轮,,,,
413828197,0.0,0.0,511.0,348.0,118.34654666666668,0.0,5.4,31.33917,20241022151513,,未知,,,,JIANGSHUN7198       
413869625,0.0,0.0,511.0,170.6,118.3418,0.0,4.0,31.33221333333333,20241022151405,,未知,,,,YINTONG1568
413833403,0.0,0.0,511.0,0.0,118.34602666666666,0.0,0.0,31.383713333333333,20241022151507,,未知,,,,HANGDAO11115
1222,0.0,0.0,511.0,0.0,118.34586666666668,0.0,0.0,31.38525333333333,20241022151447,,未知,,0.0,0.0,CHANGJIANGGONAN3008
412375140,0.0,0.0,511.0,0.0,118.34606666666669,0.0,0.0,31.384516666666663,20241022151515,,未知,,,,ZHEN TAI TUO 2009
413798272,0.0,111.0,511.0,150.2,118.34992,19.0,0.0,31.416576666666668,20241022151516,,其他船舶,WUHAN,0.0,,CHANGHANGJIANGRUI
413790132,0.0,0.0,147.0,147.4,118.327585,0.0,4.5,31.408391666666667,20241022151511,,未知,,,,WANCHAOHUHUO1877
